repo,url,stars,forks,open_issues,open_prs,closed_prs,merged_prs,total_closed_prs
foss-xtensa/xtensa-hal,https://github.com/foss-xtensa/xtensa-hal,11,3,0,0,0,0,0
framosimaging/framos-jetson-drivers,https://github.com/framosimaging/framos-jetson-drivers,18,9,1,0,0,0,0
gbhug5a/MSP430-BSL,https://github.com/gbhug5a/MSP430-BSL,32,9,0,0,0,0,0
gcc-mirror/gcc,https://github.com/gcc-mirror/gcc,10690,4694,0,49,68,0,68
gettobyte/GB_AutoBoardV1_MCAL_Codes,https://github.com/gettobyte/GB_AutoBoardV1_MCAL_Codes,0,0,0,0,0,0,0
grblHAL/ESP32,https://github.com/grblHAL/ESP32,122,68,34,2,5,12,17
grblHAL/RP2040,https://github.com/grblHAL/RP2040,156,70,29,1,6,16,22
greenlsi/nrf5-sdk,https://github.com/greenlsi/nrf5-sdk,6,5,2,0,0,0,0
guimpt/iot_hdmi_mux,https://github.com/guimpt/iot_hdmi_mux,44,7,1,0,0,2,2
handmade0octopus/ESP32-TWAI-CAN,https://github.com/handmade0octopus/ESP32-TWAI-CAN,119,26,2,1,2,5,7
hardbyte/python-can,https://github.com/hardbyte/python-can,1522,666,215,29,126,892,1018
hathach/tinyusb,https://github.com/hathach/tinyusb,6516,1358,205,27,170,1502,1672
hdl-modules/hdl-modules,https://github.com/hdl-modules/hdl-modules,198,35,4,5,12,166,178
hdl-util/hdmi,https://github.com/hdl-util/hdmi,1252,134,16,2,0,16,16
hideakitai/MPU9250,https://github.com/hideakitai/MPU9250,302,89,0,0,8,6,14
home-assistant/operating-system,https://github.com/home-assistant/operating-system,6823,1194,79,2,132,1993,2125
hpe-storage/csi-driver,https://github.com/hpe-storage/csi-driver,84,69,57,2,37,366,403
hustlic/wifi-drivers_supplicant,https://github.com/hustlic/wifi-drivers_supplicant,4,1,0,0,0,0,0
iOperator/msp_embedded_bootloader_host,https://github.com/iOperator/msp_embedded_bootloader_host,7,1,2,0,0,0,0
insightsip/BLE-AT-Commands,https://github.com/insightsip/BLE-AT-Commands,8,7,0,0,0,1,1
intel-iot-devkit/iot-devkit-samples,https://github.com/intel-iot-devkit/iot-devkit-samples,78,64,0,0,42,133,175
intel/compute-runtime,https://github.com/intel/compute-runtime,1340,265,39,20,164,19,183
intel/confidential-computing.sgx,https://github.com/intel/confidential-computing.sgx,1411,560,297,30,100,227,327
intel/ethernet-linux-i40e,https://github.com/intel/ethernet-linux-i40e,41,13,12,5,1,7,8
intel/ethernet-linux-igb,https://github.com/intel/ethernet-linux-igb,30,9,3,1,0,5,5
intel/gvt-linux,https://github.com/intel/gvt-linux,518,94,79,9,4,1,5
intel/iotg-yocto-ese-bsp,https://github.com/intel/iotg-yocto-ese-bsp,0,0,2,0,0,0,0
intel/ipu6-drivers,https://github.com/intel/ipu6-drivers,238,65,114,28,37,186,223
intel/media-driver,https://github.com/intel/media-driver,1183,372,147,103,225,596,821
intel/qatlib,https://github.com/intel/qatlib,122,39,3,1,25,59,84
iscle/OrangePi_4G-IOT_Android_8.1_BSP,https://github.com/iscle/OrangePi_4G-IOT_Android_8.1_BSP,43,35,1,0,0,0,0
isjerryxiao/Amlogic_s905-kernel,https://github.com/isjerryxiao/Amlogic_s905-kernel,2,3,0,0,0,0,0
jamesbowman/i2cdriver,https://github.com/jamesbowman/i2cdriver,213,59,32,0,0,6,6
jamesbowman/spidriver,https://github.com/jamesbowman/spidriver,194,56,19,2,0,9,9
jasonyang-ee/STM32-CMAKE-TEMPLATE,https://github.com/jasonyang-ee/STM32-CMAKE-TEMPLATE,52,9,0,0,3,8,11
jcf9410/canfdlib,https://github.com/jcf9410/canfdlib,4,0,0,0,0,0,0
jetsonhacks/jetson-linux-build,https://github.com/jetsonhacks/jetson-linux-build,77,19,4,2,0,3,3
jetsonhacks/jetson-orin-kernel-builder,https://github.com/jetsonhacks/jetson-orin-kernel-builder,60,11,7,1,0,0,0
joan2937/pigpio,https://github.com/joan2937/pigpio,1571,440,85,21,37,52,89
joaodullius/nrf-examples,https://github.com/joaodullius/nrf-examples,13,1,0,0,0,5,5
khadas/linux,https://github.com/khadas/linux,164,149,11,7,26,109,135
kowalski100/FreeRTOS-STM32-HAL-Examples,https://github.com/kowalski100/FreeRTOS-STM32-HAL-Examples,84,38,0,0,0,0,0
kriswiner/ICM42688,https://github.com/kriswiner/ICM42688,39,4,5,0,0,1,1
kubernetes-csi/csi-driver-nfs,https://github.com/kubernetes-csi/csi-driver-nfs,1217,303,11,8,98,670,768
kubernetes-csi/csi-driver-smb,https://github.com/kubernetes-csi/csi-driver-smb,619,155,7,2,72,600,672
kubernetes-csi/csi-proxy,https://github.com/kubernetes-csi/csi-proxy,64,63,5,0,81,254,335
kubernetes-csi/external-snapshotter,https://github.com/kubernetes-csi/external-snapshotter,609,411,13,14,272,747,1019
kurisaW/IST8310,https://github.com/kurisaW/IST8310,1,0,0,0,0,0,0
laf0rge/radisys_lte_enb_for_qualcomm_fsm9955,https://github.com/laf0rge/radisys_lte_enb_for_qualcomm_fsm9955,39,17,1,0,0,0,0
langroodi/Adaptive-AUTOSAR,https://github.com/langroodi/Adaptive-AUTOSAR,467,186,0,0,0,0,0
libdriver/lan8720,https://github.com/libdriver/lan8720,32,9,0,0,0,8,8
libdriver/w25qxx,https://github.com/libdriver/w25qxx,629,70,10,1,0,23,23
libhal-google/libhal-armcortex,https://github.com/libhal-google/libhal-armcortex,6,4,14,0,7,114,121
libopencm3/libopencm3,https://github.com/libopencm3/libopencm3,3499,1105,146,120,737,198,935
libusb/libusb,https://github.com/libusb/libusb,5973,2027,126,68,533,26,559
libusbhost/libusbhost,https://github.com/libusbhost/libusbhost,61,24,4,2,1,3,4
light-tech/LearnSTM32,https://github.com/light-tech/LearnSTM32,8,4,0,0,0,0,0
linux-can/can-utils,https://github.com/linux-can/can-utils,2793,772,51,11,63,265,328
linux-can/socketcand,https://github.com/linux-can/socketcand,224,61,5,5,2,48,50
linux-mediatek/linux,https://github.com/linux-mediatek/linux,8,2,0,0,0,0,0
linux-msm/qdl,https://github.com/linux-msm/qdl,326,120,11,4,32,98,130
linux4microchip/buildroot-external-microchip,https://github.com/linux4microchip/buildroot-external-microchip,27,21,1,1,5,0,5
linux4microchip/linux,https://github.com/linux4microchip/linux,25,47,0,2,5,0,5
linux4microchip/meta-mchp,https://github.com/linux4microchip/meta-mchp,9,3,1,0,0,0,0
liuheng135/drivers,https://github.com/liuheng135/drivers,2,3,0,0,0,0,0
llvm/llvm-project,https://github.com/llvm/llvm-project,36956,16160,28097,6579,8525,73199,81724
lpc55/lpc55-hal,https://github.com/lpc55/lpc55-hal,38,22,9,3,7,60,67
lvgl/lv_port_nxp_imxrt1170-evkb,https://github.com/lvgl/lv_port_nxp_imxrt1170-evkb,2,2,0,0,0,1,1
lvgl/lvgl,https://github.com/lvgl/lvgl,22773,4034,71,53,743,4656,5399
lvgl/lvgl_esp32_drivers,https://github.com/lvgl/lvgl_esp32_drivers,433,314,64,15,28,70,98
lwfinger/rtl8723au_bt,https://github.com/lwfinger/rtl8723au_bt,127,63,38,5,3,9,12
lwip-tcpip/lwip,https://github.com/lwip-tcpip/lwip,1538,562,0,44,27,16,43
m-peko/SecureBLE,https://github.com/m-peko/SecureBLE,22,5,0,0,0,0,0
make2explore/esp32-Matter,https://github.com/make2explore/esp32-Matter,11,2,0,0,0,0,0
makerdiary/nrf52840-mdk,https://github.com/makerdiary/nrf52840-mdk,189,44,26,0,0,3,3
makerdiary/nrf52840-mdk-usb-dongle,https://github.com/makerdiary/nrf52840-mdk-usb-dongle,412,100,54,3,3,4,7
marshallma21/AUTOSAR_SampleProject_S32K144,https://github.com/marshallma21/AUTOSAR_SampleProject_S32K144,122,56,0,0,0,0,0
martin-ger/esp_wifi_repeater,https://github.com/martin-ger/esp_wifi_repeater,5124,960,250,5,8,41,49
maudeve-it/W25Qxxx_SPI_FLASH_STM32,https://github.com/maudeve-it/W25Qxxx_SPI_FLASH_STM32,39,13,2,0,0,0,0
mavlink/MAVSDK,https://github.com/mavlink/MAVSDK,828,600,67,2,234,1582,1816
mc-cat-tty/MSP430-HAL,https://github.com/mc-cat-tty/MSP430-HAL,3,0,0,0,0,0,0
mcuee/libusbk,https://github.com/mcuee/libusbk,107,42,15,3,1,4,5
mediatek-opensource/vendor-mediatek-kernel_modules-connectivity-wlan-adaptor,https://github.com/mediatek-opensource/vendor-mediatek-kernel_modules-connectivity-wlan-adaptor,4,0,0,0,0,0,0
mesanu/ESP-IDF-BMI270-Sensor-API,https://github.com/mesanu/ESP-IDF-BMI270-Sensor-API,0,0,3,0,0,0,0
meshtastic/firmware,https://github.com/meshtastic/firmware,6865,2041,260,138,797,4837,5634
meta-qt5/meta-qt5,https://github.com/meta-qt5/meta-qt5,273,356,114,4,334,106,440
mgritz/msp430-lib,https://github.com/mgritz/msp430-lib,1,2,0,0,0,0,0
micro-ROS/micro_ros_renesas_demos,https://github.com/micro-ROS/micro_ros_renesas_demos,8,7,6,1,7,132,139
microchip-pic-avr-examples/pic24-dspic-can-canfd-bootloader,https://github.com/microchip-pic-avr-examples/pic24-dspic-can-canfd-bootloader,20,9,0,0,0,0,0
micropython/micropython,https://github.com/micropython/micropython,21469,8712,1383,470,4333,2758,7091
mikisama/FreeRTOS_RH850,https://github.com/mikisama/FreeRTOS_RH850,37,26,0,0,1,2,3
milesp20/intel_nuc_led,https://github.com/milesp20/intel_nuc_led,90,46,11,7,2,7,9
mit-cml/appinventor-extensions,https://github.com/mit-cml/appinventor-extensions,101,101,37,14,7,9,16
mitsut/autosar_os_training,https://github.com/mitsut/autosar_os_training,3,1,0,0,0,0,0
modelcontextprotocol/servers,https://github.com/modelcontextprotocol/servers,78773,9539,233,97,1242,1172,2414
movidius/ncappzoo,https://github.com/movidius/ncappzoo,960,373,0,5,96,259,355
movidius/ncsdk,https://github.com/movidius/ncsdk,350,157,0,10,13,13,26
mreutman/icm20602,https://github.com/mreutman/icm20602,18,7,1,1,0,0,0
msemegen/ng_hal,https://github.com/msemegen/ng_hal,7,0,0,0,0,1,1
natanaeljr/esp32-MPU-driver,https://github.com/natanaeljr/esp32-MPU-driver,271,68,13,1,1,4,5
neggles/jetson-multimedia-api,https://github.com/neggles/jetson-multimedia-api,9,3,0,0,0,0,0
nimaltd/spif,https://github.com/nimaltd/spif,694,178,26,0,1,2,3
nmap/npcap,https://github.com/nmap/npcap,3432,579,239,6,17,16,33
nopnop2002/Arduino-STM32-CAN,https://github.com/nopnop2002/Arduino-STM32-CAN,258,63,5,0,0,0,0
nopnop2002/esp-idf-w25q64,https://github.com/nopnop2002/esp-idf-w25q64,53,16,0,0,0,0,0
nrfconnect/sdk-nrf,https://github.com/nrfconnect/sdk-nrf,1264,1462,0,184,5601,21242,26843
nrfconnect/sdk-nrfxlib,https://github.com/nrfconnect/sdk-nrfxlib,165,354,0,7,564,1442,2006
nrfconnect/sdk-zephyr,https://github.com/nrfconnect/sdk-zephyr,378,754,0,168,1133,2475,3608
nvidia-holoscan/holoscan-sdk,https://github.com/nvidia-holoscan/holoscan-sdk,192,55,6,2,5,0,5
nxp-appcodehub/an-fxls8974cf-low-power-wake-up-examples,https://github.com/nxp-appcodehub/an-fxls8974cf-low-power-wake-up-examples,2,0,0,0,0,0,0
nxp-appcodehub/an-uvc_imxrt,https://github.com/nxp-appcodehub/an-uvc_imxrt,0,1,0,0,0,0,0
nxp-appcodehub/ap-qmc2g-industrial,https://github.com/nxp-appcodehub/ap-qmc2g-industrial,4,1,0,0,0,0,0
nxp-auto-goldvip/gvip,https://github.com/nxp-auto-goldvip/gvip,5,2,0,0,0,0,0
nxp-auto-linux/alb-demos,https://github.com/nxp-auto-linux/alb-demos,1,1,0,0,0,0,0
nxp-auto-linux/ipc-shm,https://github.com/nxp-auto-linux/ipc-shm,33,14,1,1,0,0,0
nxp-auto-linux/linux,https://github.com/nxp-auto-linux/linux,20,13,1,1,0,0,0
nxp-auto-linux/meta-alb,https://github.com/nxp-auto-linux/meta-alb,11,10,2,3,4,0,4
nxp-auto-linux/pfeng,https://github.com/nxp-auto-linux/pfeng,13,5,0,0,0,0,0
nxp-auto-linux/u-boot,https://github.com/nxp-auto-linux/u-boot,11,12,1,0,4,0,4
nxp-auto-support/AN12218_sw,https://github.com/nxp-auto-support/AN12218_sw,3,2,0,0,0,0,0
nxp-auto-support/S32K1xx_cookbook,https://github.com/nxp-auto-support/S32K1xx_cookbook,15,5,0,0,0,0,0
nxp-auto-support/s32k142_cookbook,https://github.com/nxp-auto-support/s32k142_cookbook,3,1,0,0,0,0,0
nxp-auto-support/s32k144_cookbook,https://github.com/nxp-auto-support/s32k144_cookbook,18,7,0,0,0,0,0
nxp-auto-support/s32k146_cookbook,https://github.com/nxp-auto-support/s32k146_cookbook,3,6,0,0,0,0,0
nxp-auto-support/s32k148_cookbook,https://github.com/nxp-auto-support/s32k148_cookbook,5,5,0,0,0,0,0
nxp-auto/zephyr,https://github.com/nxp-auto/zephyr,2,0,1,0,0,0,0
nxp-imx-support/imx-camera-sw-pack-source,https://github.com/nxp-imx-support/imx-camera-sw-pack-source,1,0,0,0,0,0,0
nxp-imx/meta-imx,https://github.com/nxp-imx/meta-imx,106,108,0,24,16,10,26
nxp-mcuxpresso/legacy-mcux-sdk,https://github.com/nxp-mcuxpresso/legacy-mcux-sdk,395,154,33,14,25,82,107
nxp-mcuxpresso/legacy-mcux-sdk-examples,https://github.com/nxp-mcuxpresso/legacy-mcux-sdk-examples,71,30,9,1,2,7,9
nxp-mcuxpresso/mcux-component,https://github.com/nxp-mcuxpresso/mcux-component,4,2,4,0,0,0,0
nxp-mcuxpresso/mcux-freertos-drivers,https://github.com/nxp-mcuxpresso/mcux-freertos-drivers,1,0,1,0,0,0,0
nxp-mcuxpresso/mcuxsdk-core,https://github.com/nxp-mcuxpresso/mcuxsdk-core,23,11,4,2,6,0,6
nxp-mcuxpresso/mcuxsdk-examples,https://github.com/nxp-mcuxpresso/mcuxsdk-examples,16,6,3,1,0,0,0
nxp-mcuxpresso/mcuxsdk-manifests,https://github.com/nxp-mcuxpresso/mcuxsdk-manifests,58,9,10,0,0,0,0
nxp-mcuxpresso/mcuxsdk-middleware-edgefast-bluetooth,https://github.com/nxp-mcuxpresso/mcuxsdk-middleware-edgefast-bluetooth,3,1,2,0,0,0,0
nxp-mcuxpresso/nxp-vee-imxrt1170-evk,https://github.com/nxp-mcuxpresso/nxp-vee-imxrt1170-evk,7,3,0,0,0,0,0
nxp-qoriq-yocto-sdk/hypervisor,https://github.com/nxp-qoriq-yocto-sdk/hypervisor,2,1,0,0,0,0,0
nxp-qoriq-yocto-sdk/l2switch-uio,https://github.com/nxp-qoriq-yocto-sdk/l2switch-uio,0,0,0,0,0,0,0
nxp-qoriq-yocto-sdk/poky,https://github.com/nxp-qoriq-yocto-sdk/poky,1,0,0,0,0,0,0
nxp-qoriq-yocto-sdk/u-boot,https://github.com/nxp-qoriq-yocto-sdk/u-boot,0,1,0,0,0,0,0
nxp-qoriq/atf,https://github.com/nxp-qoriq/atf,9,10,0,1,0,0,0
nxp-qoriq/dpdk,https://github.com/nxp-qoriq/dpdk,11,8,0,0,0,0,0
nxp-qoriq/linux,https://github.com/nxp-qoriq/linux,20,18,2,0,0,0,0
nxp-qoriq/meta-qoriq,https://github.com/nxp-qoriq/meta-qoriq,3,8,1,4,0,0,0
nxp-qoriq/u-boot,https://github.com/nxp-qoriq/u-boot,6,13,1,0,0,0,0
nxp-zephyr/zephyr,https://github.com/nxp-zephyr/zephyr,2,0,0,0,0,0,0
olgirard/openmsp430,https://github.com/olgirard/openmsp430,72,19,1,0,0,0,0
intel/libvpl,https://github.com/oneapi-src/oneVPL,347,100,13,3,34,9,43
oood/How-to-Disable-Intel-ME-on-Intel-NUCs,https://github.com/oood/How-to-Disable-Intel-ME-on-Intel-NUCs,32,4,2,0,0,2,2
open-LIN/open-LIN-c,https://github.com/open-LIN/open-LIN-c,82,40,1,0,0,0,0
open-sdr/openwifi,https://github.com/open-sdr/openwifi,4505,764,91,1,14,49,63
openAUTOSAR/classic-platform,https://github.com/openAUTOSAR/classic-platform,623,376,4,1,4,0,4
openbmc/openbmc,https://github.com/openbmc/openbmc,2357,1073,39,0,91,198,289
openbouffalo/buildroot_bouffalo,https://github.com/openbouffalo/buildroot_bouffalo,134,36,21,4,11,33,44
nxp-archive/openil_u-boot,https://github.com/openil/u-boot/tree/Baremetal-Framework-imx_v2020.04_5.4.24_2.1.0,15,10,1,0,1,0,1
openthread/openthread,https://github.com/openthread/openthread,3884,1141,75,91,883,8631,9514
openthread/ot-br-posix,https://github.com/openthread/ot-br-posix,503,263,22,20,371,2241,2612
openthread/ot-commissioner,https://github.com/openthread/ot-commissioner,65,47,19,10,41,225,266
openthread/ot-nrf528xx,https://github.com/openthread/ot-nrf528xx,83,69,3,6,26,1136,1162
openthread/ot-ns,https://github.com/openthread/ot-ns,85,29,20,11,441,254,695
openthread/ot-nxp,https://github.com/openthread/ot-nxp,21,16,0,2,257,807,1064
openvinotoolkit/model_server,https://github.com/openvinotoolkit/model_server,827,238,29,52,534,3158,3692
openvinotoolkit/open_model_zoo,https://github.com/openvinotoolkit/open_model_zoo,4353,1405,24,35,373,3136,3509
openvinotoolkit/openvino,https://github.com/openvinotoolkit/openvino,9709,3035,296,373,6440,23706,30146
openvinotoolkit/openvino_build_deploy,https://github.com/openvinotoolkit/openvino_build_deploy,203,91,1,2,92,332,424
openvinotoolkit/openvino_notebooks,https://github.com/openvinotoolkit/openvino_notebooks,3041,979,23,12,300,2489,2789
openwrt/openwrt,https://github.com/openwrt/openwrt,25559,12037,3014,831,7633,5027,12660
ophub/amlogic-s9xxx-armbian,https://github.com/ophub/amlogic-s9xxx-armbian,8737,2767,125,0,92,114,206
ophub/amlogic-s9xxx-openwrt,https://github.com/ophub/amlogic-s9xxx-openwrt,2729,2310,35,0,126,22,148
osdu/150balbes-Amlogic_S905-u-boot,https://github.com/osdu/150balbes-Amlogic_S905-u-boot,0,0,0,0,0,0,0
pabigot/bsp430,https://github.com/pabigot/bsp430,39,10,8,0,1,0,1
papa-karlo/srio-6678,https://github.com/papa-karlo/srio-6678,5,0,0,0,0,0,0
pavelkomarov/TI-C2000-middleware,https://github.com/pavelkomarov/TI-C2000-middleware,12,3,1,0,0,0,0
pazi88/STM32_CAN,https://github.com/pazi88/STM32_CAN,115,36,12,0,0,12,12
pbatard/libwdi,https://github.com/pbatard/libwdi,2181,509,5,0,34,1,35
phanirajkiran/STM32F4-Custom-Bootloader,https://github.com/phanirajkiran/STM32F4-Custom-Bootloader,2,12,0,0,0,0,0
phytec/linux-phytec-ti,https://github.com/phytec/linux-phytec-ti,5,5,0,0,0,0,0
phytec/meta-phytec,https://github.com/phytec/meta-phytec,21,10,0,0,7,0,7
phytec/u-boot-phytec,https://github.com/phytec/u-boot-phytec,1,0,0,0,0,0,0
phytec/u-boot-phytec-ti,https://github.com/phytec/u-boot-phytec-ti,1,1,0,0,0,0,0
pierremolinaro/acan2517FD,https://github.com/pierremolinaro/acan2517FD,79,21,23,3,4,10,14
pierremolinaro/acanfd-stm32,https://github.com/pierremolinaro/acanfd-stm32,18,8,7,0,0,0,0
pine64/bl_iot_sdk,https://github.com/pine64/bl_iot_sdk,133,59,11,7,28,38,66
platformio/platform-timsp430,https://github.com/platformio/platform-timsp430,20,18,18,2,1,2,3
polarfire-soc/hart-software-services,https://github.com/polarfire-soc/hart-software-services,50,54,21,4,18,11,29
polarfire-soc/linux,https://github.com/polarfire-soc/linux,4,2,0,0,0,0,0
polarfire-soc/platform,https://github.com/polarfire-soc/platform,9,15,12,4,5,0,5
polarfire-soc/polarfire-soc-bare-metal-examples,https://github.com/polarfire-soc/polarfire-soc-bare-metal-examples,42,20,10,1,4,0,4
polarfire-soc/polarfire-soc-discovery-kit-reference-design,https://github.com/polarfire-soc/polarfire-soc-discovery-kit-reference-design,17,6,3,0,1,0,1
polarfire-soc/polarfire-soc-linux-examples,https://github.com/polarfire-soc/polarfire-soc-linux-examples,16,7,2,0,0,0,0
polarfire-soc/polarfire-soc-video-kit-reference-design,https://github.com/polarfire-soc/polarfire-soc-video-kit-reference-design,6,6,1,0,0,0,0
polarfire-soc/u-boot,https://github.com/polarfire-soc/u-boot,2,8,0,2,1,1,2
pololu/drv8835-motor-driver-rpi,https://github.com/pololu/drv8835-motor-driver-rpi,26,13,1,0,0,0,0
pololu/drv8835-motor-shield,https://github.com/pololu/drv8835-motor-shield,16,24,1,1,0,0,0
pololu/libusbp,https://github.com/pololu/libusbp,119,41,2,3,5,3,8
pravinraghul/cortex-m-startup,https://github.com/pravinraghul/cortex-m-startup,0,1,0,0,0,0,0
pro-codes090/stm32f4-spi-driver,https://github.com/pro-codes090/stm32f4-spi-driver,6,1,0,0,0,0,0
project-chip/connectedhomeip,https://github.com/project-chip/connectedhomeip,8577,2334,2246,390,6993,21842,28835
pulp-platform/axi,https://github.com/pulp-platform/axi,1494,344,53,18,30,231,261
putterer/csi-server,https://github.com/putterer/csi-server,13,2,0,0,0,0,0
pyserial/pyserial,https://github.com/pyserial/pyserial,3500,1154,275,61,64,136,200
pytorch/pytorch,https://github.com/pytorch/pytorch,97435,26879,16075,1937,109424,6403,115827
qnx-ports/build-files,https://github.com/qnx-ports/build-files,34,17,0,27,27,220,247
qualcomm-linux/kernel,https://github.com/qualcomm-linux/kernel,14,72,27,45,97,87,184
qualcomm-linux/meta-qcom,https://github.com/qualcomm-linux/meta-qcom,120,196,98,46,209,1110,1319
qualcomm-linux/meta-qcom-distro,https://github.com/qualcomm-linux/meta-qcom-distro,8,37,13,13,25,114,139
qualcomm-linux/meta-qcom-qim-product-sdk,https://github.com/qualcomm-linux/meta-qcom-qim-product-sdk,6,4,1,3,0,0,0
qualcomm-linux/qcom-manifest,https://github.com/qualcomm-linux/qcom-manifest,19,10,1,0,1,0,1
qualcomm-linux/qcom-ptool,https://github.com/qualcomm-linux/qcom-ptool,6,21,10,2,5,48,53
qualcomm/fastrpc,https://github.com/qualcomm/fastrpc,75,60,14,13,79,124,203
qualcomm/gst-plugins-imsdk,https://github.com/qualcomm/gst-plugins-imsdk,4,5,0,1,0,0,0
qualcomm/qcom-usb-kernel-drivers,https://github.com/qualcomm/qcom-usb-kernel-drivers,19,3,1,0,1,1,2
qualcomm-linux/meta-qcom-qim-product-sdk,https://github.com/quic-yocto/meta-qcom-qim-product-sdk,6,4,1,3,0,0,0
qualcomm-linux/meta-qcom-realtime,https://github.com/quic-yocto/meta-qcom-realtime,3,3,0,2,0,0,0
quic/sample-apps-for-robotics-platforms,https://github.com/quic/sample-apps-for-robotics-platforms,136,46,21,9,17,44,61
radxa/kernel,https://github.com/radxa/kernel,198,224,33,1,204,272,476
radxa/meta-mediatek-bsp,https://github.com/radxa/meta-mediatek-bsp,2,1,0,1,0,0,0
radxa/u-boot-rockchip,https://github.com/radxa/u-boot-rockchip,28,24,0,0,0,0,0
rafaelcalcada/rvx,https://github.com/rafaelcalcada/rvx,191,26,0,0,3,45,48
raspberrypi/libcamera,https://github.com/raspberrypi/libcamera,422,167,2,1,43,30,73
raspberrypi/linux,https://github.com/raspberrypi/linux,12531,5366,921,117,750,2084,2834
raspberrypi/picamera2,https://github.com/raspberrypi/picamera2,1192,244,270,7,119,307,426
raspberrypi/pico-examples,https://github.com/raspberrypi/pico-examples,3709,988,114,55,88,255,343
raspberrypi/pico-sdk,https://github.com/raspberrypi/pico-sdk,4641,1206,297,75,197,1031,1228
raspberrypi/pico-sdk,https://github.com/raspberrypi/pico-sdk/tree/master/src/rp2_common/hardware_uart,4641,1206,297,75,197,1031,1228
raspberrypi/rpicam-apps,https://github.com/raspberrypi/rpicam-apps,545,297,3,5,70,316,386
raspberrypi/usbboot,https://github.com/raspberrypi/usbboot,1223,297,4,1,21,183,204
rbonghi/jetson_stats,https://github.com/rbonghi/jetson_stats,2475,317,82,1,34,192,226
realhonbo/stboot-stm32,https://github.com/realhonbo/stboot-stm32,25,6,1,0,0,0,0
realsenseai/librealsense,https://github.com/realsenseai/librealsense,8535,4974,364,92,680,3699,4379
realsenseai/realsense-ros,https://github.com/realsenseai/realsense-ros,3217,1944,108,5,213,636,849
renatosoriano/AUTOSAR-MCAL-Embedded-Upskilling-Bootcamp,https://github.com/renatosoriano/AUTOSAR-MCAL-Embedded-Upskilling-Bootcamp,63,27,0,0,0,0,0
renesas-rcar/arm-trusted-firmware,https://github.com/renesas-rcar/arm-trusted-firmware,26,39,9,10,4,0,4
renesas-rcar/flash_writer,https://github.com/renesas-rcar/flash_writer,26,14,7,0,0,1,1
renesas-rcar/linux-bsp,https://github.com/renesas-rcar/linux-bsp,43,38,3,3,0,0,0
renesas-rcar/meta-renesas,https://github.com/renesas-rcar/meta-renesas,60,82,23,4,7,1,8
renesas-rcar/meta-renesas-upstream-bsp,https://github.com/renesas-rcar/meta-renesas-upstream-bsp,2,1,0,0,0,0,0
renesas-rcar/optee_os,https://github.com/renesas-rcar/optee_os,7,8,1,1,0,1,1
renesas-rcar/u-boot,https://github.com/renesas-rcar/u-boot,25,30,4,2,5,0,5
renesas/FreeRTOS-Kernel-Partner-Supported-Ports,https://github.com/renesas/FreeRTOS-Kernel-Partner-Supported-Ports,1,0,0,0,1,0,1
renesas/FreeRTOS-Kernel-Partner-Supported-Ports,https://github.com/renesas/FreeRTOS-Kernel-Partner-Supported-Ports/tree/u2x_port,1,0,0,0,1,0,1
renesas/fsp,https://github.com/renesas/fsp,262,101,45,5,12,13,25
renesas/hal_renesas,https://github.com/renesas/hal_renesas,0,2,0,0,0,0,0
renesas/ra-fsp-examples,https://github.com/renesas/ra-fsp-examples,150,117,0,2,0,0,0
riscv-software-src/opensbi,https://github.com/riscv-software-src/opensbi,1377,654,85,3,105,88,193
riscv-software-src/riscv-isa-sim,https://github.com/riscv-software-src/riscv-isa-sim,3020,1029,317,58,178,964,1142
riscv-software-src/riscv-pk,https://github.com/riscv-software-src/riscv-pk,688,335,86,5,44,116,160
riscv-software-src/opensbi,https://github.com/riscv/opensbi,1377,654,85,3,105,88,193
rockchip-linux/kernel,https://github.com/rockchip-linux/kernel,1278,1312,235,15,24,0,24
rockchip-linux/rkbin,https://github.com/rockchip-linux/rkbin,355,147,0,1,4,0,4
rockchip-linux/rknn-toolkit2,https://github.com/rockchip-linux/rknn-toolkit2,1108,175,304,2,3,0,3
rockchip-linux/rknpu2,https://github.com/rockchip-linux/rknpu2,806,152,85,3,2,0,2
rockchip-linux/u-boot,https://github.com/rockchip-linux/u-boot,216,129,57,2,11,0,11
ryanwinter/cmake-arm-cortex-m,https://github.com/ryanwinter/cmake-arm-cortex-m,10,0,0,0,0,0,0
sandeepmistry/arduino-CAN,https://github.com/sandeepmistry/arduino-CAN,800,266,83,22,3,8,11
sandeepmistry/arduino-LoRa,https://github.com/sandeepmistry/arduino-LoRa,1877,663,160,25,21,36,57
sandeepmistry/arduino-OBD2,https://github.com/sandeepmistry/arduino-OBD2,547,116,12,3,0,4,4
sfwa/fcs,https://github.com/sfwa/fcs,7,4,0,0,0,2,2
sglee0223/msp430,https://github.com/sglee0223/msp430,1,3,0,0,0,18,18
sheeaza/vulkan-v4l2,https://github.com/sheeaza/vulkan-v4l2,1,0,0,0,0,0,0
sidneycadot/same70,https://github.com/sidneycadot/same70,5,3,0,0,0,1,1
sifive/freedom-e-sdk,https://github.com/sifive/freedom-e-sdk,584,216,43,27,56,451,507
sifive/freedom-metal,https://github.com/sifive/freedom-metal,162,48,31,17,41,328,369
sifive/freedom-tools,https://github.com/sifive/freedom-tools,220,54,0,0,3,46,49
sifive/freedom-u540-c000-bootloader,https://github.com/sifive/freedom-u540-c000-bootloader,90,38,9,8,0,10,10
